ImageName,VietnameseName,EnglishName,Price
402.jpeg,HÀU CHIÊN XÙ,FRIED OYSTER,92000
402.jpeg,CÁ TRỨNG CHIÊN XÙ,FRIED CAPELIN,55000
402.jpeg,GÀ CHIÊN KIỂU NHẬT,FRIED CHICKEN,69000
402.jpeg,HEO CHIÊN XÙ,FRIED PORK,69000
403.jpeg,CƠM CÀ RI & THỊT HEO CHIÊN XÙ,CURRY RICE & FRIED PORK,92000
403.jpeg,CƠM THỊT HEO CHIÊN XÙ,FRIED PORK & EGG RICE,85000
403.jpeg,CƠM TÔM & TRỨNG,SHRIMP TEMPURA & EGG RICE,75000
403.jpeg,BÁNH KHOAI TÂY,KOROKKE,39000
404.jpeg,CƠM LƯƠN NHẬT NƯỚNG ,GRILLED JAPANESE EEL RICE,149000
404.jpeg,CƠM HẢI SẢN CHIÊN,STIR FRIED SEAFOOD RICE,89000
404.jpeg,CƠM CÁ HỒI CHIÊN,STIR FRIED SALMON RICE,89000
404.jpeg,CƠM THỊT HEO CHAR-SIU,CHAR-SIU PORK RICE,92000
404.jpeg,CƠM BÒ MỸ & TRỨNG CHIÊN XÙ,US BEEF RICE & FRIED EGG,95000
405.jpeg,LƯƠN NHẬT NƯỚNG,GRILLED JAPANESE EEL,199000
405.jpeg,ĐẦU CÁ HỒI NAUY NƯỚNG,GRILLED SALMON HEAD,72000
405.jpeg,BÁNH XÈO NHẬT,OKONOMIYAKI,75000
405.jpeg,CÁ THU NHẬT NƯỚNG,GRILLED PACIFIC SAURY,62000
405.jpeg,CÁ BASA NƯỚNG,GRILLED MACKEREL,65000
406.jpeg,SET THỊT THĂN BÒ ĐẶC BIỆT,SPECIAL BEEF SIRLOIN SET,159000
406.jpeg,SET THĂN BÒ ĐẶC BIỆT,SPECIAL BEEF LOIN SET,159000
406.jpeg,SET DIỀM BÒ,BEEF OUTSIDE SKIRT SET,209000
406.jpeg,SET SƯỜN BÒ KHÔNG XƯƠNG,BEEF SHORT RIB SET,109000
406.jpeg,SET SƯỜN CÓ XƯƠNG,BONE-IN SHORT RIB SET,109000
406.jpeg,SET THĂN BÒ,BEEF LOIN SET,159000
406.jpeg,SET LƯỠI BÒ LÁT DÀY,BEEF TONGUE THICK SLICE SET,129000
406.jpeg,SET DÉ SƯỜN BÒ,BEEF RIB FINGER SET,119000
406.jpeg,SET LÕI VAI BÒ,TOP BLADE MUSCLE SET,119000
406.jpeg,SET SƯỜN HEO,PORK RIB SET,89000
406.jpeg,SET ĐÙI GÀ,CHICKEN THIGH SET,79000
406.jpeg,SET SÚP CHIGE,CHIGE SOUP SET,99000
407.jpeg,GÀ PHÔ MAI,CHICKEN CHEESE,69000
407.jpeg,BÒ MỸ ÁP CHẢO,SAUTE US BEEF,89000
407.jpeg,BÒ MỸ SỐT TIÊU XANH,US BEEF WITH GREEN PEPPER SAUCE,89000
407.jpeg,CÁ HỒI NAUY ÁP CHẢO,SAUTE SALMON,115000
407.jpeg,GÀ SỐT TERIYAKI,SAUTE CHICKEN WITH TERIYAKI SAUCE,65000
407.jpeg,MỰC SỐT TERIYAKI,SQUID WITH TERIYAKY SAUCE,88000
408.jpeg,TÔM SÚ RANG MUỐI,ROASTED PRAWN WITH SALT,62000
408.jpeg,TÔM SÚ NƯỚNG MISOYAKI,GRILLED PRAWN WITH MISOYAKI SAUCE,49000
408.jpeg,TÔM SÚ NƯỚNG MENTAIKO,GRILLED PRAWN WITH MENTAIKO SAUCE,49000
408.jpeg,HÀU NƯỚNG PHÔ MAI,GRILLED OYSTER WITH CHEESE,99000
408.jpeg,HÀU NƯỚNG MISO,GRILLED OYSTER WITH MISOYAKI,99000
409.jpeg,MAI CUA NƯỚNG,GRILLED CRAB WITH KANI SAUCE,85000
409.jpeg,BA RỌI XÔNG KHÓI CUỘN TRỨNG CÚT,BACON WRAPPED QUAIL EGGS,42000
409.jpeg,BA RỌI XÔNG KHÓI CUỘN NẤM KIM CHÂM,BACON WRAPPED ENOKI MUSHROOMS,55000
409.jpeg,ĐẬU HỦ SỐT TERIYAKI,TOFU WITH TERIYAKI SAUCE,32000
409.jpeg,CƠM  TRẮNG,RICE,12000
410.jpeg,RAMEN THỊT HEO CHAR-SIU,CHAR-SIU PORK RAMEN,95000
410.jpeg,RAMEN THỊT HEO BĂM,MENCED PORK RAMEN,79000
410.jpeg,RAMEN THỊT GÀ,CHICKEN RAMEN,79000
410.jpeg,RAMEN XÀO THỊT HEO,STIR-FRIED PORK RAMEN,72000
410.jpeg,SOBA LẠNH & TÔM TEMPURA,MORI SOBA & SHRIMP TEMPURA,75000
410.jpeg,SOBA LẠNH & TEMPURA RAU CỦ,MORI SOBA & VEGETABLE TEMPURA,69000
411.jpeg,UDON TÔM TEMPURA,SHRIMP TEMPURA UDON,79000
411.jpeg,UDON BÒ MỸ,US BEEF UDON,98000
411.jpeg,UDON XÀO BÒ MỸ,STIR-FRIED US BEEF UDON,92000
411.jpeg,UDON HẢI SẢN,SEAFOOD UDON,89000
411.jpeg,UDON XÀO HẢI SẢN,STIR-FRIED SEAFOOD UDON,92000
411.jpeg,UDON THỊT HEO VỊ MISO,PORK UDON WITH MISO,72000
411.jpeg,UDON CÀ RI & BÒ MỸ ,US BEEF UDON WITH CURRY,98000
412.jpeg,CƠM CUỘN CÁ HỒI & TÔM SỐT NHIỆT ĐỚI,SALMON & SHRIMP ROLL WITH TROPICAL SAUCE,98000
412.jpeg,CƠM CUỘN TÔM TEMPURA SỐT TOBIKO,SHRIMP TEMPURA ROLL WITH TOBIKO SAUCE,97000
412.jpeg,CƠM CUỘN RONG BIỂN DẦU MÈ,SEASAME SEAWEED ROLL,75000
412.jpeg,CƠM CUỘN KIỂU CALIFORNIA,CALIFORNIA ROLL,69000
413.jpeg,CƠM CUỘN CÁ HỒI SỐT PHÔ MAI TRỨNG MUỐI,SALMON ROLL WITH SALTED EGG CHEESE SAUCE,119000
413.jpeg,CƠM CUỘN KIỂU RỒNG NHÂN LƯƠN,DRAGON STYLE EEL ROLL,98000
413.jpeg,CƠM CUỘN CÁ HỒI PHỦ XOÀI ,GOLDEN ROLL,92000
413.jpeg,CƠM CUỘN THANH CUA,CRAB STICK ROLL,75000
414.jpeg,CƠM CUỘN PHỦ LƯƠN NHẬT,EEL ROLL,199000
414.jpeg,CƠM CUỘN CÁ HỒI CHIÊN XÙ,DEEP FRIED SALMON ROLL,95000
414.jpeg,CƠM CUỘN CÁ HỒI NƯỚNG SỐT TIÊU ,GRILLED SALMON ROLL WITH PEPPER SAUCE,92000
415.jpeg,CƠM CUỘN SÒ ĐIỆP PHÔ MAI,SCALLOPS ROLL WITH CHEESE,115000
415.jpeg,CƠM CUỘN CẦU VỒNG,RAINBOW ROLL,98000
415.jpeg,CƠM CUỘN DA CÁ HỒI CHIÊN GIÒN,FRIED SALMON SKIN ROLL,75000
415.jpeg,CƠM CUỘN CÁ HỒI & BƠ,DOUBLE SALMON & AVOCADO ROLL,102000
416.jpeg,CƠM CUỘN TÔM TEMPURA PHỦ BƠ,SHRIMP TEMPURA ROLL &  AVOCADO,92000
416.jpeg,CƠM CUỘN CÁ HỒI NƯỚNG PHÔ MAI,GRILLED SALMON WITH CHEESE ROLL,98000
416.jpeg,CƠM CUỘN CÁ HỒI SỐT MENTAIKO & TRỨNG CÁ HỒI,SALMON ROLL WITH MENTAIKO SAUCE & SALMON ROE,102000
417.jpeg,MAKI HẢ SẢN THẬP CẨM,FRIED SEAFOOD ROLL,72000
417.jpeg,MAKI CÁ NGỪ CHIÊN,FRIED TUNA ROLL,59000
417.jpeg,MAKI CÁ HỒI CHIÊN,FRIED SALMON ROLL,62000
417.jpeg,MAKI DƯA LEO,CUCUMBER ROLL,15000
417.jpeg,MAKI BƠ TƯƠI,AVOCADO ROLL,29000
417.jpeg,MAKI RAU CỦ,VEGETABLE ROLL,32000
418.jpeg,MAKI CÁ HỒI,SALMON ROLL,45000
418.jpeg,MAKI CÁ NGỪ,TUNA ROLL,39000
418.jpeg,MAKI TRỨNG,EGG ROLL,20000
418.jpeg,MAKI THANH CUA,CRAB STICK ROLL,30000
419.jpeg,SUSHI SET 4,SUSHI SET 4,325000
419.jpeg,SUSHI SET 5 ,SUSHI SET 5,299000
420.jpeg,SUSHI SET 1,SUSHI SET 1,99000
420.jpeg,SUSHI SET 2,SUSHI SET 2,185000
420.jpeg,SUSHI SET 3,SUSHI SET 3 ,239000
421.jpeg,NIGIRI TÔM NƯỚNG SỐT MENTAIKO,SHRIMP WITH MENTAIKO SAUCE,45000
421.jpeg,NIGIRI CÁ HỒI NƯỚNG SỐT CAY,SALMON WITH SPICY SAUCE,39000
421.jpeg,NIGIRI CÁ HỒI NƯỚNG SỐT MENTAIKO,SALMON WITH MENTAIKO SAUCE,47000
421.jpeg,NIGIRI CÁ HỒI NƯỚNG SỐT TIÊU,SALMON WITH PEPPER SAUCE,45000
421.jpeg,NIGIRI TÔM TEMPURA,SHRIMP TEMPURA,49000
422.jpeg,NIGIRI CÁ HỒI,SALMON,35000
422.jpeg,NIGIRI CÁ NGỪ,TUNA,32000
422.jpeg,CÁ TRÍCH ÉP TRỨNG,HERRING FISH WITH TOE,39000
422.jpeg,NIGIRI LƯƠN,EEL,49000
422.jpeg,CÁ CHẼM,BARRAMUNDI,32000
422.jpeg,SÒ ĐIỆP NHẬT,SCALLOP,42000
422.jpeg,NIGIRI SÒ ĐỎ,SUFT CLAM,51000
422.jpeg,BẠCH TUỘC,OCTOPUS,32000
422.jpeg,NIGIRI MỰC,BROAD SQUID,32000
422.jpeg,NIGIRI TÔM,SHRIMP,32000
422.jpeg,CÁ TRÍCH,HERRING,22000
422.jpeg,THANH CUA,CRAB STICK,20000
422.jpeg,TÔM TÍCH,MANTIS SHRIMP,41000
422.jpeg,NIGIRI TRỨNG,EGG,17000
423.jpeg,GUNKAN CÁ HỒI & XOÀI,SALMON & MANGO,45000
423.jpeg,CÁ HỒI & TRỨNG CÁ HỒI,SALMON & SALMON ROE,79000
423.jpeg,GUNKAN TRỨNG TÔM,EBIKO,42000
423.jpeg,GUNKAN TRỨNG CÁ CHUỒN XANH,WASABI TOBIKO,45000
423.jpeg,GUNKAN TRỨNG CÁ CHUỒN ĐEN,BLACK TOBIKO,45000
423.jpeg,GUNKAN TRỨNG CÁ HỒI,SALMON ROE,69000
423.jpeg,GUNKAN LƯƠN NHẬT,JAPANESE EEL,59000
423.jpeg,GUNKAN RONG BIỂN TRỘN DẦU MÈ,SEAWEED,32000
423.jpeg,GUNKAN THANH CUA SỐT MAYO,CRAB STICK WITH MAYONAISE,37000
423.jpeg,GUNKAN CÁ HỒI SỐT CAY ,SALMON WITH SPICY SAUCE,37000
423.jpeg,GUNKAN DA CÁ HỒI,SALMON SKIN,39000
424.jpeg,HANDROLL TÔM THẬP CẨM,"SHRIMP, CRAB STICK, AVOCADO & EGG",35000
424.jpeg,HANDROLL CÁ HỒI & TRỨNG CÁ HỒI,SALMON WITH ROE,59000
424.jpeg,HANDROLL TÔM CHIÊN,FRIED SHRIMP,30000
424.jpeg,HANDROLL CÁ HỒI,SALMON WITH PICKLED RADISHES,35000
424.jpeg,HANDROLL LƯƠN NƯỚNG,GRILLED EEL,55000
424.jpeg,HANDROLL DA CÁ HỒI CHIÊN,FRIED SALMON SKIN,30000
425.jpeg,SASHIMI SET C1,SASHIMI SET C1,259000
425.jpeg,SASHIMI SET C2,SASHIMI SET C2,325000
425.jpeg,SASHIMI SET C3,SASHIMI SET C3,310000
425.jpeg,THUYỀN SASHIMI SET D,SASHIMI SET D,499000
426.jpeg,SASHIMI SET A2,SASHIMI SET A2,119000
426.jpeg,SASHIMI SET B1,SASHIMI SET B1,187000
426.jpeg,SASHIMI SET B2,SASHIMI SET B2,182000
426.jpeg,SASHIMI SET E,SASHIMI SET E,519000
427.jpeg,SASHIMI SÒ ĐIỆP NHẬT,SCALLOPS,79000
427.jpeg,SASHIMI SÒ ĐỎ,SURF CLAM,119000
427.jpeg,SASHIMI BẠCH TUỘC,OCTOPUS,69000
427.jpeg,SASHIMI MỰC LÁ,BROAD SQUID,72000
427.jpeg,TRỨNG CÁ CHUỒN ĐEN,BLACK TOBIKO,55000
427.jpeg,TRỨNG CÁ CHUỒN VỊ WASABI,GREEN TOBIKO,55000
428.jpeg,SASHIMI HÀU SỮA,OYSTER,20000
428.jpeg,SASHIMI SET A1,SASHIMI SET A1,255000
428.jpeg,SASHIMI TRỨNG TÔM,EBIKO MASAGO,49000
428.jpeg,SASHIMI TRỨNG CÁ HỒI,IKURA SALMON ROE,95000
429.jpeg,SASHIMI CÁ TRÍCH ÉP TRỨNG,HERRING WITH CAPELIN ROE,97000
429.jpeg,SASHIMI LƯỜN CÁ CỜ KIẾM,SWORDFISH BELLY,79000
429.jpeg,SASHIMI BỤNG CÁ HỒI,SALMON BELLY,92000
429.jpeg,SASHIMI CÁ HỒI NAUY,SALMON,85000
429.jpeg,CÁ BASA NGÂM DẤM,MACKEREL,59000
429.jpeg,CÁ TRÍCH NGÂM DẤM,EBIKO HERRING,39000
430.jpeg,SASHIMI CÁ CAM VIỆT,HAMACHI,115000
430.jpeg,SASHIMI CÁ CHẼM,BARRAMUNDI,77000
430.jpeg,SASHIMI TÔM TÍCH,MANTIS SHRIMP,82000
430.jpeg,SASHIMI CÁ NGỪ,TUNA,79000
430.jpeg,SASHIMI CÁ NGÂN,AJI,85000
430.jpeg,SASHIMI THANH CUA,CRAB STICK,45000
431.jpeg,SALAD NHIỆT ĐỚI,TROPICAL SALAD,95000
431.jpeg,SALAD RONG BIỂN,SEAWEED SALAD,65000
431.jpeg,SALAD THANH CUA,CRAB STICK SALAD,59000
431.jpeg,SALAD BÒ MỸ,US BEEF SALAD,85000
431.jpeg,SALAD SỨA TRỘN,JELLYFISH SALAD,65000
432.jpeg,SALAD CÁ HỒI & BƠ,SALMON & AVOCADO SALAD,95000
432.jpeg,SALAD CÁ HỒI CHIÊN,FRIED SALMON SKIN SALAD,72000
432.jpeg,SALAD CÁ TRÍCH ÉP TRỨNG,HERRING WITH CAPELIN ROE SALAD,85000
432.jpeg,SALAD CÁ NGỪ NGÂM DẦU,TUNA OIL SALAD,72000
433.jpeg,BÁNH XẾP,DUMPLINGS,45000
433.jpeg,TRỨNG HẤP&TRỨNG CÁ HỒI,STEAMED EGGS & SALMON EGGS,49000
433.jpeg,TRỨNG HẤP ,STEAMED EGG,32000
433.jpeg,SÚP CÁ HỒI,SALMON SOUP,35000
433.jpeg,SÚP MISO,MISO SOUP,20000
433.jpeg,TRỨNG CUỘN ,EGG ROLL,29000
434jped,RONG BIỂN TRỘN DẦU MÈ,SEAWEED MIXED SEASAME OIL,38000
434jped,BẠCH TUỘT TRỘN MÙ TẠT ,OCTOPUS MIXED MUSTARD,42000
434jped,RONG NHO ,SEAGRAPES,20000
434jped,KIM CHI,KIMCHI,20000
434jped,LÁ RONG BIỂN,SEAWEED,25000
434jped,KHOAI TÂY&CỦ SEN LẮC PHÔ MAI,CHEESE FILTERED POTATO & LICENSE TUBE,30000
434jped,ĐẬU NÀNH NHẬT XÀO ,STIR-FRIED JAPANESE SOY BEANS,37000
434jped,ĐẬU NÀNH NHẬT ,JAPANESE SOYSYA,30000
435.jpeg,CƠM CUỘN CÁ SANMA,SANMA FISH ROLL,79000
435.jpeg,CƠM CUỘN PHỦ BÒ MỸ,RICE ROLL WITH US BEAUTY,95000
435.jpeg,CƠM CUỘN MỰC NƯỚNG ,GRILLED SQUID RICE ROLL,95000
435.jpeg,CƠM CUỘN TÔM TEMPURA SỐT CAY,TEMPURA SHRIMP ROLL WITH SPICY SAUCE,79000
436.jpeg,SỮA BẮP,CORN MILK,18000
436.jpeg,TRÀ SỮA SASIN,SASIN MILK TEA,20000
436.jpeg,TRÀ SỮA THÁI,THAI MILK TEA,22000
436.jpeg,TRÀ ĐÀO,PEACH TEA,25000
436.jpeg,PEPSI,PEPSI,18000
436.jpeg,7 UP,7 UP,18000
436.jpeg,STING,STING,18000
436.jpeg,ROCKSTAR,ROCKSTAR,18000
436.jpeg,BÒ HÚC,RED BULL,20000
436.jpeg,NƯỚC SUỐI,CLEAN WATER,10000
437.jpeg,KIMBAP CHIÊN,FRIED KIMBAP,39000
437.jpeg,KIMBAP ,KIMBAP,37000
437.jpeg,KHOAI TÂY LẮC PHÔ MAI,CHEESE FILTER POTATO,29000
437.jpeg,BÁNH MANDU,MANUAL CAKE,27000
437.jpeg,XÚC XÍCH LẮC PHÔ MAI ,CHEESE FRESH HOTEL,29000
437.jpeg,PHÔ MAI QUE,CHEESE STICKS,29000
437.jpeg,XÚC XÍCH CHIÊN,FRIED SAUSAGES,27000
437.jpeg,CÁ VIÊN CHIÊN ,FRIED FISH BALL,27000
437.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,27000
438.jpeg,MÌ XÀO BÒ,STIR-FRIED NOODLES WITH BEEF,47000
438.jpeg,MÌ XÀO HẢI SẢN ,SEAFOOD FRIED NOODLES,49000
438.jpeg,MÌ XÀO GÀ ,STIR-FRIED NOODLES WITH CHICKEN,47000
438.jpeg,ĐÙI GÀ CAY ,ORDER SPICY CHICKEN,47000
438.jpeg,CƠM TRỘN HÀN QUỐC,KOREAN MIXED RICE,47000
438.jpeg,TAKOYAKI,TAKOYAKI,39000
439.jpeg,MÌ LẨU THÁI ĐẶC BIỆT,SPECIAL THAI HOT POT,62000
439.jpeg,MÌ LẨU THÁI ,THAI HOT POT NOODLES,49000
439.jpeg,MÌ TOMYUM ĐẶC BIỆT,SPECIAL TOMYUM NOODLES,62000
439.jpeg,MÌ TOMYUM BÒ,COW TOMYUM NOODLES,47000
439.jpeg,MÌ TOMYUM BÒ MỸ,US TOMYUM NOODLES,49000
439.jpeg,MÌ TOMYUM HẢI SẢN,TOMYUM SEAFOOD NOODLES,49000
439.jpeg,BÒ THÊM,EXTRA BEEF,20000
439.jpeg,BÒ MỸ THÊM,EXTRA AMERICAN BEEF,20000
439.jpeg,BẠCH TUỘT THÊM,EXTRA OCTOPUS,20000
439.jpeg,TÔM THÊM,EXTRA SHRIMP,20000
439.jpeg,MỰC THÊM,EXTRA SQUID,20000
439.jpeg,CÁ VIÊN THÊM,EXTRA FISH BALL,15000
439.jpeg,KIM CHI THÊM ,EXTRA KIMCHI,15000
439.jpeg,KHIM CHÂM THÊM,EXTRA KIM CAM,15000
439.jpeg,SÚP LƠ THÊM ,EXTRA BROCCOLI,15000
439.jpeg,CẢI TÍM THÊM ,EXTRA RED CABBAGE,15000
439.jpeg,XÚC XÍCH THÊM ,EXTRA SAUSAGES,15000
439.jpeg,MÌ THÊM,EXTRA NOODLES,15000
439.jpeg,TRỨNG THÊM,EXTRA EGGS,8000
440.jpeg,MÌ KIM CHI ĐẶC BIỆT,SPECIAL KIM CHI NOODLES,62000
440.jpeg,MÌ KIM CHI HẢI SẢN,KIMCHI  NOODLES WITH SEAFOOD,49000
440.jpeg,MÌ KIM CHI BẠCH TUỘT,KIMCHI NOODLES WITH OCTOPUS,47000
440.jpeg,MÌ KIM CHI CÁ,KIM CHI NOODLES WITH FISH,45000
440.jpeg,MÌ KIM CHI BÒ MỸ,KIM CHI NOODLES WITH AMERICAN BEEF,49000
440.jpeg,MÌ KIM CHI GÀ, KIMCHI NOODLES WITH CHICKEN,45000
440.jpeg,MÌ KIM CHI BÒ ,KIMCHI NOODLES WITH BEEF,47000
441.jpeg,LẨU HẢI SẢN 2 NGƯỜI,SEAFOOD HOTPOT FOR 2 PERSONS,159000
441.jpeg,LẨU HẢI SẢN 4 NGƯỜI,SEAFOOD HOTPOT FOR 4 PERSONS,299000
441.jpeg,LẨU BÒ 2 NGƯỜI,REMOVE 2 PEOPLE,159000
441.jpeg,LẨU BÒ 4 NGƯỜI,REMOVE 4 PEOPLE,299000
441.jpeg,LẨU BÒ MỸ 2 NGƯỜI,BEEF HOTPOT FOR 2 PERSONS,169000
441.jpeg,LẨU BÒ MỸ 4 NGƯỜI ,BEEF HOTPOT FOR 4 PERSONS,329000
441.jpeg,LẨU ĐẶT BIỆT 2 NGƯỜI,SPECIAL HOTPOT FOR 2 PERSONS,239000
441.jpeg,LẨU ĐẶT BIỆT 4 NGƯỜI,SPECIAL HOTPOT FOR 4 PERSONS,379000
441.jpeg,BÒ THÊM ,EXTRA BEEF,40000
441.jpeg,BÒ MỸ THÊM,EXTRA AMERICAN BEEF,40000
441.jpeg,BẠCH TUỘT THÊM,EXTRA OCTOPUS,40000
441.jpeg,TÔM THÊM,EXTRA SHRIMP,40000
441.jpeg,MỰC THÊM,EXTRA SQUIDS,40000
441.jpeg,CÁ VIÊN THÊM,EXTRA FISH BALL,30000
441.jpeg,KIM CHI THÊM ,EXTRA KIMCHI,30000
441.jpeg,KIM CHÂM THÊM,EXTRA KIM CAM,30000
441.jpeg,SÚP LƠ THÊM ,EXTRA BROCCOLI,30000
441.jpeg,CẢI TÍM THÊM ,EXTRA RED CABBAGE,30000
441.jpeg,XÚC XÍCH THÊM ,EXTRA SAUSAGES,30000
441.jpeg,MÌ THÊM,MORE NOODLES,8000
441.jpeg,TRỨNG THÊM,EXTRA EGGS,8000
442.jpeg,KIMBAP TRUYỀN THỐNG,TRADITIONAL KIMBAP,20000
442.jpeg,KIMBAP CHIÊN,FRIED KIMBAP,25000
442.jpeg,CÁ NGỪ SỐT MAYONNAISE,TUNA WITH MAYONNAISE,25000
442.jpeg,GÀ CHIÊN XÙ,FRIED CHICKEN,25000
442.jpeg,THỊT SỐT CAY,SWEET MEAT,25000
442.jpeg,TOKBOKKI LẮC PHÔ MAI,TOKBOKKI WITH CHEESE,20000
442.jpeg,TOKBOKKI THANH CUA,TOKBOKKI CRAB STICK,25000
442.jpeg,TOKBOKKI XÚC XÍCH,TOKBOKKI SAUSAGE ONLY,20000
442.jpeg,TOKBOKKI PHÔ MAI,TOKOKKI WITH CHEESE,30000
442.jpeg,TOKBOKKI ĐẶC BIỆT ,SPECIAL TOKBOKKI,40000
442.jpeg,TOKBOKKI GÀ RÁN MẬT ONG,TOKBOKKI HONEY FRIED CHICKEN,40000
442.jpeg,GÀ GIÒN ,CHICKEN WOMEN,25000
442.jpeg,GÀ SỐT CAY,CHICKEN WITH SPICY SAUCE,30000
442.jpeg,GÀ SỐT ME,CHICKEN WITH MEYER SHOCKET,30000
442.jpeg,GÀ VIÊN XÚC XÍCH,CHICKEN BALLS WITH SAUSAGE,35000
442.jpeg,THẬP CẨM CHIÊN,FRIED CUCKER,45000
442.jpeg,MÌ CAY BÒ ,SPICY NOODLES,25000
442.jpeg,MÌ CAY HẢI SẢN,SPICY NOODLES WITH SEAFOOD,25000
442.jpeg,MÌ CAY THẬP CẨM,SPICY NOODLES WITH COMMON,30000
442.jpeg,MÌ TƯƠNG ĐEN,DARK SOY NOODLES,25000
442.jpeg,LẨU BÒ CAY HÀN QUỐC,KOREA SPECIAL SPRAYER,40000
442.jpeg,MÌ GÀ PHÔ MAI,CHEESE CHICKEN NOODLES,40000
442.jpeg,LẨU TOKBOKKI RAU CỦ , VEGETABLE TOKBOKKI HOT POT,40000
442.jpeg,LẨU XIÊN HÀN QUỐC,KOREAN HOT POT,45000
442.jpeg,LẨU NẤM PEPA'S,PEPA'S MUSHROOM STORAGE,45000
443.jpeg,SET 1,SET 1,99000
443.jpeg,SET 2,SET 2,99000
443.jpeg,SET A,SET A,149000
443.jpeg,SET B,SET B,149000
443.jpeg,CƠM TRỘN ,MIXED RICE,25000
443.jpeg,CƠM GÀ SỐT CAY,CHICKEN RICE WITH SPICY SAUCE,30000
443.jpeg,CƠM GÀ BƠ TỎI,BUTTER CHICKEN RICE,30000
443.jpeg,XÚC XÍCH ĐỨC,GERMAN SAUSAGE,10000
443.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,15000
443.jpeg,KHOAI TÂY LẮC PHÔ MAI,CHEESE FILTER POTATO,20000
443.jpeg,XIÊN CHẢ HÀN QUỐC,KOREA SKEWERS,10000
443.jpeg,CANH RONG BIỂN,SEAWEED SOUP,25000
443.jpeg,CANH KIM CHI ,KIMCHI SOUP,25000
443.jpeg,NƯỚC SUỐI,CLEAN WATER,10000
443.jpeg,TRÀ ĐÀO ,PEACH TEA,15000
443.jpeg,COCA/ PEPSI,COCA COLA/ PEPSO,5000
443.jpeg,7 UP,7 UP,5000
444.jpeg,PHẦN A.POPO,PART A.POPO,799000
444.jpeg,PHẦN B.TWIRLE,SECTION B.TWIRLE,899000
444.jpeg,PHẦN C.JOLLIBEE,SECTION C.JOLLIBEE,999000
445.jpeg,BÚN ĐẬU MẮM TÔM BÌNH THƯỜNG KHAY 1,"NORMAL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 1",40000
445.jpeg,BÚN ĐẬU MẮM TÔM BÌNH THƯỜNG KHAY 2,"NORMAL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 2",70000
445.jpeg,BÚN ĐẬU MẮM TÔM BÌNH THƯỜNG KHAY 3,"NORMAL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 3",110000
445.jpeg,BÚN ĐẬU MẮM TÔM ĐẦY ĐỦ KHAY 1,"FULL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 1",50000
445.jpeg,BÚN ĐẬU MẮM TÔM ĐẦY ĐỦ KHAY 2,"FULL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 2",80000
445.jpeg,BÚN ĐẬU MẮM TÔM ĐẦY ĐỦ KHAY 3,"FULL VERMICELLI WITH FRIED TOFU AND SHRIMP PASTE, TRAY 3",120000
445.jpeg,ĐẬU ,TOFU,5000
445.jpeg,BÚN THÊM ,NOODLES WITH MORE US,5000
445.jpeg,CHẢ CÁ,GRILLED CHOPPED FISH,10000
445.jpeg,THỊT,PORK,10000
445.jpeg,CHẢ CỐM,COMMERCIAL CREAM,10000
445.jpeg,CHẢ NEM,SPRING ROLLS,10000
445.jpeg,NƯỚC ME,TAMARIND JUICE,10000
446.jpeg,PHỞ BÒ TÁI,NOODLE SOUP,40000
446.jpeg,PHỞ XƯƠNG HEO,NOODLES WITH PORK BONES,40000
446.jpeg,PHỞ GÀ,CHICKEN NOODLE SOUP,40000
446.jpeg,PHỞ BÒ VIÊN,BEEF PHO,40000
446.jpeg,"PHỞ TÁI,VIÊN","NOODLE SOUP, VIEN",45000
446.jpeg,"PHỞ TÁI,XƯƠNG","RICE NOODLES, BONES",45000
446.jpeg,"PHỞ BÒ,GÀ","NOODLE SOUP, CHICKEN",45000
446.jpeg,"PHỞ GÀ,BÒ VIÊN",CHICKEN AND BENEFITS NOODLE SOUP,45000
446.jpeg,PHỞ THẬP CẨM,PHUC CAM MY,55000
447.jpeg,LẨU SỨA,JELLYFISH HOT POT,NOT GIVEN
447.jpeg,LẨU HẢI SẢN,SEAFOOD HOTPOT,NOT GIVEN
447.jpeg,LẨU THÁI,THAI HOT POT,NOT GIVEN
447.jpeg,LẨU MỰC ,STORAGE OF INK OLD,NOT GIVEN
447.jpeg,LẨU CUA ĐỒNG,DONG CRAB POT,NOT GIVEN
447.jpeg,LẨU CÁ BỚP,COMBINED FISH STEAM,NOT GIVEN
447.jpeg,LẨU CÁ THÁT LÁT,THAT TAT FISH POT,NOT GIVEN
447.jpeg,BAO TỬ HẦM TIÊU ,PEPPER STORAGE STORAGE,NOT GIVEN
447.jpeg,LẨU XÍ QUÁCH,SHACKLES HOT POT,NOT GIVEN
448.jpeg,ẾCH XÀO SẢ ỚT,FRIED FROG,NOT GIVEN
448.jpeg,ÉCH CHIÊN BƠ,FRIED FRIED EFFECTS,NOT GIVEN
448.jpeg, ẾCH CHIÊN NƯỚC MẮM,FRYING FROG WITH AMERICAN SOYA SAUCE,NOT GIVEN
